ï»¿Country Name,Country Code,Series Name,2013 [YR2013]
Turkey,TUR,"Prevalence of HIV, total (% of population ages 15-49)",..
Turkmenistan,TKM,"Prevalence of HIV, total (% of population ages 15-49)",..
Turks and Caicos Islands,TCA,"Prevalence of HIV, total (% of population ages 15-49)",..
Tuvalu,TUV,"Prevalence of HIV, total (% of population ages 15-49)",..
Uganda,UGA,"Prevalence of HIV, total (% of population ages 15-49)",7.4
Ukraine,UKR,"Prevalence of HIV, total (% of population ages 15-49)",0.8
United Arab Emirates,ARE,"Prevalence of HIV, total (% of population ages 15-49)",..
United Kingdom,GBR,"Prevalence of HIV, total (% of population ages 15-49)",0.3
United States,USA,"Prevalence of HIV, total (% of population ages 15-49)",..
Upper middle income,UMC,"Prevalence of HIV, total (% of population ages 15-49)",..
Uruguay,URY,"Prevalence of HIV, total (% of population ages 15-49)",0.7
Uzbekistan,UZB,"Prevalence of HIV, total (% of population ages 15-49)",0.2
Vanuatu,VUT,"Prevalence of HIV, total (% of population ages 15-49)",..
"Venezuela, RB",VEN,"Prevalence of HIV, total (% of population ages 15-49)",0.6
Vietnam,VNM,"Prevalence of HIV, total (% of population ages 15-49)",0.4
Virgin Islands (U.S.),VIR,"Prevalence of HIV, total (% of population ages 15-49)",..
West Bank and Gaza,WBG,"Prevalence of HIV, total (% of population ages 15-49)",..
World,WLD,"Prevalence of HIV, total (% of population ages 15-49)",0.8
"Yemen, Rep.",YEM,"Prevalence of HIV, total (% of population ages 15-49)",0.1
Zambia,ZMB,"Prevalence of HIV, total (% of population ages 15-49)",12.5
Zimbabwe,ZWE,"Prevalence of HIV, total (% of population ages 15-49)",15
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),..
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),..
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),..
American Samoa,ASM,Poverty headcount ratio at national poverty lines (% of population),..
Andorra,ADO,Poverty headcount ratio at national poverty lines (% of population),..
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),..
Antigua and Barbuda,ATG,Poverty headcount ratio at national poverty lines (% of population),..
Arab World,ARB,Poverty headcount ratio at national poverty lines (% of population),..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),..
Armenia,ARM,Poverty headcount ratio at national poverty lines (% of population),32
Aruba,ABW,Poverty headcount ratio at national poverty lines (% of population),..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),..
Austria,AUT,Poverty headcount ratio at national poverty lines (% of population),..
Azerbaijan,AZE,Poverty headcount ratio at national poverty lines (% of population),5.3
"Bahamas, The",BHS,Poverty headcount ratio at national poverty lines (% of population),..
Bahrain,BHR,Poverty headcount ratio at national poverty lines (% of population),..
Bangladesh,BGD,Poverty headcount ratio at national poverty lines (% of population),..
Barbados,BRB,Poverty headcount ratio at national poverty lines (% of population),..
Belarus,BLR,Poverty headcount ratio at national poverty lines (% of population),5.5
Belgium,BEL,Poverty headcount ratio at national poverty lines (% of population),..
Belize,BLZ,Poverty headcount ratio at national poverty lines (% of population),..
Benin,BEN,Poverty headcount ratio at national poverty lines (% of population),..
Bermuda,BMU,Poverty headcount ratio at national poverty lines (% of population),..
Bhutan,BTN,Poverty headcount ratio at national poverty lines (% of population),..
Bolivia,BOL,Poverty headcount ratio at national poverty lines (% of population),..
Bosnia and Herzegovina,BIH,Poverty headcount ratio at national poverty lines (% of population),..
Botswana,BWA,Poverty headcount ratio at national poverty lines (% of population),..
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),8.9
Brunei Darussalam,BRN,Poverty headcount ratio at national poverty lines (% of population),..
Bulgaria,BGR,Poverty headcount ratio at national poverty lines (% of population),21
Burkina Faso,BFA,Poverty headcount ratio at national poverty lines (% of population),..
Burundi,BDI,Poverty headcount ratio at national poverty lines (% of population),..
Cabo Verde,CPV,Poverty headcount ratio at national poverty lines (% of population),..
Cambodia,KHM,Poverty headcount ratio at national poverty lines (% of population),..
Cameroon,CMR,Poverty headcount ratio at national poverty lines (% of population),..
Canada,CAN,Poverty headcount ratio at national poverty lines (% of population),..
Caribbean small states,CSS,Poverty headcount ratio at national poverty lines (% of population),..
Cayman Islands,CYM,Poverty headcount ratio at national poverty lines (% of population),..
Central African Republic,CAF,Poverty headcount ratio at national poverty lines (% of population),..
Central Europe and the Baltics,CEB,Poverty headcount ratio at national poverty lines (% of population),..
Chad,TCD,Poverty headcount ratio at national poverty lines (% of population),..
Channel Islands,CHI,Poverty headcount ratio at national poverty lines (% of population),..
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),14.4
China,CHN,Poverty headcount ratio at national poverty lines (% of population),..
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),30.6
Comoros,COM,Poverty headcount ratio at national poverty lines (% of population),..
"Congo, Dem. Rep.",ZAR,Poverty headcount ratio at national poverty lines (% of population),..
"Congo, Rep.",COG,Poverty headcount ratio at national poverty lines (% of population),..
Costa Rica,CRI,Poverty headcount ratio at national poverty lines (% of population),20.7
Cote d'Ivoire,CIV,Poverty headcount ratio at national poverty lines (% of population),..
Croatia,HRV,Poverty headcount ratio at national poverty lines (% of population),..
Cuba,CUB,Poverty headcount ratio at national poverty lines (% of population),..
Curacao,CUW,Poverty headcount ratio at national poverty lines (% of population),..
Cyprus,CYP,Poverty headcount ratio at national poverty lines (% of population),..
Czech Republic,CZE,Poverty headcount ratio at national poverty lines (% of population),..
Denmark,DNK,Poverty headcount ratio at national poverty lines (% of population),..
Djibouti,DJI,Poverty headcount ratio at national poverty lines (% of population),..
Dominica,DMA,Poverty headcount ratio at national poverty lines (% of population),..
Dominican Republic,DOM,Poverty headcount ratio at national poverty lines (% of population),41.1
East Asia & Pacific (all income levels),EAS,Poverty headcount ratio at national poverty lines (% of population),..
East Asia & Pacific (developing only),EAP,Poverty headcount ratio at national poverty lines (% of population),..
Ecuador,ECU,Poverty headcount ratio at national poverty lines (% of population),25.6
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at national poverty lines (% of population),..
El Salvador,SLV,Poverty headcount ratio at national poverty lines (% of population),29.6
Equatorial Guinea,GNQ,Poverty headcount ratio at national poverty lines (% of population),..
Eritrea,ERI,Poverty headcount ratio at national poverty lines (% of population),..
Estonia,EST,Poverty headcount ratio at national poverty lines (% of population),..
Ethiopia,ETH,Poverty headcount ratio at national poverty lines (% of population),..
Euro area,EMU,Poverty headcount ratio at national poverty lines (% of population),..
Europe & Central Asia (all income levels),ECS,Poverty headcount ratio at national poverty lines (% of population),..
Europe & Central Asia (developing only),ECA,Poverty headcount ratio at national poverty lines (% of population),..
European Union,EUU,Poverty headcount ratio at national poverty lines (% of population),..
Faeroe Islands,FRO,Poverty headcount ratio at national poverty lines (% of population),..
Fiji,FJI,Poverty headcount ratio at national poverty lines (% of population),..
Finland,FIN,Poverty headcount ratio at national poverty lines (% of population),..
Fragile and conflict affected situations,FCS,Poverty headcount ratio at national poverty lines (% of population),..
France,FRA,Poverty headcount ratio at national poverty lines (% of population),..
French Polynesia,PYF,Poverty headcount ratio at national poverty lines (% of population),..
Gabon,GAB,Poverty headcount ratio at national poverty lines (% of population),..
"Gambia, The",GMB,Poverty headcount ratio at national poverty lines (% of population),..
Georgia,GEO,Poverty headcount ratio at national poverty lines (% of population),..
Germany,DEU,Poverty headcount ratio at national poverty lines (% of population),..
Ghana,GHA,Poverty headcount ratio at national poverty lines (% of population),..
Greece,GRC,Poverty headcount ratio at national poverty lines (% of population),..
Greenland,GRL,Poverty headcount ratio at national poverty lines (% of population),..
Grenada,GRD,Poverty headcount ratio at national poverty lines (% of population),..
Guam,GUM,Poverty headcount ratio at national poverty lines (% of population),..
Guatemala,GTM,Poverty headcount ratio at national poverty lines (% of population),..
Guinea,GIN,Poverty headcount ratio at national poverty lines (% of population),..
Guinea-Bissau,GNB,Poverty headcount ratio at national poverty lines (% of population),..
Guyana,GUY,Poverty headcount ratio at national poverty lines (% of population),..
Haiti,HTI,Poverty headcount ratio at national poverty lines (% of population),..
Heavily indebted poor countries (HIPC),HPC,Poverty headcount ratio at national poverty lines (% of population),..
High income,HIC,Poverty headcount ratio at national poverty lines (% of population),..
High income: nonOECD,NOC,Poverty headcount ratio at national poverty lines (% of population),..
High income: OECD,OEC,Poverty headcount ratio at national poverty lines (% of population),..
Honduras,HND,Poverty headcount ratio at national poverty lines (% of population),64.5
"Hong Kong SAR, China",HKG,Poverty headcount ratio at national poverty lines (% of population),..
Hungary,HUN,Poverty headcount ratio at national poverty lines (% of population),..
Iceland,ISL,Poverty headcount ratio at national poverty lines (% of population),..
India,IND,Poverty headcount ratio at national poverty lines (% of population),..
Indonesia,IDN,Poverty headcount ratio at national poverty lines (% of population),11.4
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at national poverty lines (% of population),..
Iraq,IRQ,Poverty headcount ratio at national poverty lines (% of population),..
Ireland,IRL,Poverty headcount ratio at national poverty lines (% of population),..
Isle of Man,IMY,Poverty headcount ratio at national poverty lines (% of population),..
Israel,ISR,Poverty headcount ratio at national poverty lines (% of population),..
Italy,ITA,Poverty headcount ratio at national poverty lines (% of population),..
Jamaica,JAM,Poverty headcount ratio at national poverty lines (% of population),..
Japan,JPN,Poverty headcount ratio at national poverty lines (% of population),..
Jordan,JOR,Poverty headcount ratio at national poverty lines (% of population),..
Kazakhstan,KAZ,Poverty headcount ratio at national poverty lines (% of population),2.9
Kenya,KEN,Poverty headcount ratio at national poverty lines (% of population),..
Kiribati,KIR,Poverty headcount ratio at national poverty lines (% of population),..
"Korea, Dem. Rep.",PRK,Poverty headcount ratio at national poverty lines (% of population),..
"Korea, Rep.",KOR,Poverty headcount ratio at national poverty lines (% of population),..
Kosovo,KSV,Poverty headcount ratio at national poverty lines (% of population),..
Kuwait,KWT,Poverty headcount ratio at national poverty lines (% of population),..
Kyrgyz Republic,KGZ,Poverty headcount ratio at national poverty lines (% of population),37
Lao PDR,LAO,Poverty headcount ratio at national poverty lines (% of population),..
Latin America & Caribbean (all income levels),LCN,Poverty headcount ratio at national poverty lines (% of population),..
Latin America & Caribbean (developing only),LAC,Poverty headcount ratio at national poverty lines (% of population),..
Latvia,LVA,Poverty headcount ratio at national poverty lines (% of population),..
Least developed countries: UN classification,LDC,Poverty headcount ratio at national poverty lines (% of population),..
Lebanon,LBN,Poverty headcount ratio at national poverty lines (% of population),..
Lesotho,LSO,Poverty headcount ratio at national poverty lines (% of population),..
Liberia,LBR,Poverty headcount ratio at national poverty lines (% of population),..
Libya,LBY,Poverty headcount ratio at national poverty lines (% of population),..
Liechtenstein,LIE,Poverty headcount ratio at national poverty lines (% of population),..
Lithuania,LTU,Poverty headcount ratio at national poverty lines (% of population),..
Low & middle income,LMY,Poverty headcount ratio at national poverty lines (% of population),..
Low income,LIC,Poverty headcount ratio at national poverty lines (% of population),..
Lower middle income,LMC,Poverty headcount ratio at national poverty lines (% of population),..
Luxembourg,LUX,Poverty headcount ratio at national poverty lines (% of population),..
"Macao SAR, China",MAC,Poverty headcount ratio at national poverty lines (% of population),..
"Macedonia, FYR",MKD,Poverty headcount ratio at national poverty lines (% of population),..
Madagascar,MDG,Poverty headcount ratio at national poverty lines (% of population),..
Malawi,MWI,Poverty headcount ratio at national poverty lines (% of population),..
Malaysia,MYS,Poverty headcount ratio at national poverty lines (% of population),..
Maldives,MDV,Poverty headcount ratio at national poverty lines (% of population),..
Mali,MLI,Poverty headcount ratio at national poverty lines (% of population),..
Malta,MLT,Poverty headcount ratio at national poverty lines (% of population),..
Marshall Islands,MHL,Poverty headcount ratio at national poverty lines (% of population),..
Mauritania,MRT,Poverty headcount ratio at national poverty lines (% of population),..
Mauritius,MUS,Poverty headcount ratio at national poverty lines (% of population),..
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),..
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at national poverty lines (% of population),..
Middle East & North Africa (all income levels),MEA,Poverty headcount ratio at national poverty lines (% of population),..
Middle East & North Africa (developing only),MNA,Poverty headcount ratio at national poverty lines (% of population),..
Middle income,MIC,Poverty headcount ratio at national poverty lines (% of population),..
Moldova,MDA,Poverty headcount ratio at national poverty lines (% of population),12.7
Monaco,MCO,Poverty headcount ratio at national poverty lines (% of population),..
Mongolia,MNG,Poverty headcount ratio at national poverty lines (% of population),..
Montenegro,MNE,Poverty headcount ratio at national poverty lines (% of population),..
Morocco,MAR,Poverty headcount ratio at national poverty lines (% of population),..
Mozambique,MOZ,Poverty headcount ratio at national poverty lines (% of population),..
Myanmar,MMR,Poverty headcount ratio at national poverty lines (% of population),..
Namibia,NAM,Poverty headcount ratio at national poverty lines (% of population),..
Nepal,NPL,Poverty headcount ratio at national poverty lines (% of population),..
Netherlands,NLD,Poverty headcount ratio at national poverty lines (% of population),..
New Caledonia,NCL,Poverty headcount ratio at national poverty lines (% of population),..
New Zealand,NZL,Poverty headcount ratio at national poverty lines (% of population),..
Nicaragua,NIC,Poverty headcount ratio at national poverty lines (% of population),..
Niger,NER,Poverty headcount ratio at national poverty lines (% of population),..
Nigeria,NGA,Poverty headcount ratio at national poverty lines (% of population),..
North America,NAC,Poverty headcount ratio at national poverty lines (% of population),..
Northern Mariana Islands,MNP,Poverty headcount ratio at national poverty lines (% of population),..
Norway,NOR,Poverty headcount ratio at national poverty lines (% of population),..
Not classified,INX,Poverty headcount ratio at national poverty lines (% of population),..
OECD members,OED,Poverty headcount ratio at national poverty lines (% of population),..
Oman,OMN,Poverty headcount ratio at national poverty lines (% of population),..
Other small states,OSS,Poverty headcount ratio at national poverty lines (% of population),..
Pacific island small states,PSS,Poverty headcount ratio at national poverty lines (% of population),..
Pakistan,PAK,Poverty headcount ratio at national poverty lines (% of population),..
Palau,PLW,Poverty headcount ratio at national poverty lines (% of population),..
Panama,PAN,Poverty headcount ratio at national poverty lines (% of population),25.8
Papua New Guinea,PNG,Poverty headcount ratio at national poverty lines (% of population),..
Paraguay,PRY,Poverty headcount ratio at national poverty lines (% of population),23.8
Peru,PER,Poverty headcount ratio at national poverty lines (% of population),23.9
Philippines,PHL,Poverty headcount ratio at national poverty lines (% of population),..
Poland,POL,Poverty headcount ratio at national poverty lines (% of population),..
Portugal,PRT,Poverty headcount ratio at national poverty lines (% of population),..
Puerto Rico,PRI,Poverty headcount ratio at national poverty lines (% of population),..
Qatar,QAT,Poverty headcount ratio at national poverty lines (% of population),..
Romania,ROM,Poverty headcount ratio at national poverty lines (% of population),..
Russian Federation,RUS,Poverty headcount ratio at national poverty lines (% of population),10.8
Rwanda,RWA,Poverty headcount ratio at national poverty lines (% of population),..
Samoa,WSM,Poverty headcount ratio at national poverty lines (% of population),..
San Marino,SMR,Poverty headcount ratio at national poverty lines (% of population),..
Sao Tome and Principe,STP,Poverty headcount ratio at national poverty lines (% of population),..
Saudi Arabia,SAU,Poverty headcount ratio at national poverty lines (% of population),..
Senegal,SEN,Poverty headcount ratio at national poverty lines (% of population),..
Serbia,SRB,Poverty headcount ratio at national poverty lines (% of population),..
Seychelles,SYC,Poverty headcount ratio at national poverty lines (% of population),..
Sierra Leone,SLE,Poverty headcount ratio at national poverty lines (% of population),..
Singapore,SGP,Poverty headcount ratio at national poverty lines (% of population),..
Sint Maarten (Dutch part),SXM,Poverty headcount ratio at national poverty lines (% of population),..
Slovak Republic,SVK,Poverty headcount ratio at national poverty lines (% of population),..
Slovenia,SVN,Poverty headcount ratio at national poverty lines (% of population),..
Small states,SST,Poverty headcount ratio at national poverty lines (% of population),..
Solomon Islands,SLB,Poverty headcount ratio at national poverty lines (% of population),..
Somalia,SOM,Poverty headcount ratio at national poverty lines (% of population),..
South Africa,ZAF,Poverty headcount ratio at national poverty lines (% of population),..
South Asia,SAS,Poverty headcount ratio at national poverty lines (% of population),..
South Sudan,SSD,Poverty headcount ratio at national poverty lines (% of population),..
Spain,ESP,Poverty headcount ratio at national poverty lines (% of population),..
Sri Lanka,LKA,Poverty headcount ratio at national poverty lines (% of population),6.7
St. Kitts and Nevis,KNA,Poverty headcount ratio at national poverty lines (% of population),..
St. Lucia,LCA,Poverty headcount ratio at national poverty lines (% of population),..
St. Martin (French part),MAF,Poverty headcount ratio at national poverty lines (% of population),..
St. Vincent and the Grenadines,VCT,Poverty headcount ratio at national poverty lines (% of population),..
Sub-Saharan Africa (all income levels),SSF,Poverty headcount ratio at national poverty lines (% of population),..
Sub-Saharan Africa (developing only),SSA,Poverty headcount ratio at national poverty lines (% of population),..
Sudan,SDN,Poverty headcount ratio at national poverty lines (% of population),..
Suriname,SUR,Poverty headcount ratio at national poverty lines (% of population),..
Swaziland,SWZ,Poverty headcount ratio at national poverty lines (% of population),..
Sweden,SWE,Poverty headcount ratio at national poverty lines (% of population),..
Switzerland,CHE,Poverty headcount ratio at national poverty lines (% of population),..
Syrian Arab Republic,SYR,Poverty headcount ratio at national poverty lines (% of population),..
"Taiwan, China",TWN,Poverty headcount ratio at national poverty lines (% of population),..
Tajikistan,TJK,Poverty headcount ratio at national poverty lines (% of population),..
Tanzania,TZA,Poverty headcount ratio at national poverty lines (% of population),..
Thailand,THA,Poverty headcount ratio at national poverty lines (% of population),..
Timor-Leste,TMP,Poverty headcount ratio at national poverty lines (% of population),..
Togo,TGO,Poverty headcount ratio at national poverty lines (% of population),..
Tonga,TON,Poverty headcount ratio at national poverty lines (% of population),..
Trinidad and Tobago,TTO,Poverty headcount ratio at national poverty lines (% of population),..
Tunisia,TUN,Poverty headcount ratio at national poverty lines (% of population),..
Turkey,TUR,Poverty headcount ratio at national poverty lines (% of population),..
Turkmenistan,TKM,Poverty headcount ratio at national poverty lines (% of population),..
Turks and Caicos Islands,TCA,Poverty headcount ratio at national poverty lines (% of population),..
Tuvalu,TUV,Poverty headcount ratio at national poverty lines (% of population),..
Uganda,UGA,Poverty headcount ratio at national poverty lines (% of population),..
Ukraine,UKR,Poverty headcount ratio at national poverty lines (% of population),8.4
United Arab Emirates,ARE,Poverty headcount ratio at national poverty lines (% of population),..
United Kingdom,GBR,Poverty headcount ratio at national poverty lines (% of population),..
United States,USA,Poverty headcount ratio at national poverty lines (% of population),..
Upper middle income,UMC,Poverty headcount ratio at national poverty lines (% of population),..
Uruguay,URY,Poverty headcount ratio at national poverty lines (% of population),11.5
Uzbekistan,UZB,Poverty headcount ratio at national poverty lines (% of population),..
Vanuatu,VUT,Poverty headcount ratio at national poverty lines (% of population),..
"Venezuela, RB",VEN,Poverty headcount ratio at national poverty lines (% of population),..
Vietnam,VNM,Poverty headcount ratio at national poverty lines (% of population),..
Virgin Islands (U.S.),VIR,Poverty headcount ratio at national poverty lines (% of population),..
West Bank and Gaza,WBG,Poverty headcount ratio at national poverty lines (% of population),..
World,WLD,Poverty headcount ratio at national poverty lines (% of population),..
"Yemen, Rep.",YEM,Poverty headcount ratio at national poverty lines (% of population),..
Zambia,ZMB,Poverty headcount ratio at national poverty lines (% of population),..
Zimbabwe,ZWE,Poverty headcount ratio at national poverty lines (% of population),..
Afghanistan,AFG,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Albania,ALB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Algeria,DZA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
American Samoa,ASM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Andorra,ADO,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Angola,AGO,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Antigua and Barbuda,ATG,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Arab World,ARB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Argentina,ARG,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Armenia,ARM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Aruba,ABW,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Australia,AUS,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Austria,AUT,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Azerbaijan,AZE,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
"Bahamas, The",BHS,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Bahrain,BHR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Bangladesh,BGD,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Barbados,BRB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Belarus,BLR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Belgium,BEL,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Belize,BLZ,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Benin,BEN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Bermuda,BMU,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Bhutan,BTN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Bolivia,BOL,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Bosnia and Herzegovina,BIH,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Botswana,BWA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Brazil,BRA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Brunei Darussalam,BRN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Bulgaria,BGR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Burkina Faso,BFA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Burundi,BDI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Cabo Verde,CPV,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Cambodia,KHM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Cameroon,CMR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Canada,CAN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Caribbean small states,CSS,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Cayman Islands,CYM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Central African Republic,CAF,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Central Europe and the Baltics,CEB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Chad,TCD,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Channel Islands,CHI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Chile,CHL,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
China,CHN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Colombia,COL,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Comoros,COM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
"Congo, Dem. Rep.",ZAR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
"Congo, Rep.",COG,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Costa Rica,CRI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Cote d'Ivoire,CIV,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Croatia,HRV,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Cuba,CUB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Curacao,CUW,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Cyprus,CYP,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Czech Republic,CZE,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Denmark,DNK,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Djibouti,DJI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Dominica,DMA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Dominican Republic,DOM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
East Asia & Pacific (all income levels),EAS,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
East Asia & Pacific (developing only),EAP,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Ecuador,ECU,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
El Salvador,SLV,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Equatorial Guinea,GNQ,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Eritrea,ERI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Estonia,EST,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Ethiopia,ETH,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Euro area,EMU,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Europe & Central Asia (all income levels),ECS,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Europe & Central Asia (developing only),ECA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
European Union,EUU,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Faeroe Islands,FRO,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Fiji,FJI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Finland,FIN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Fragile and conflict affected situations,FCS,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
France,FRA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
French Polynesia,PYF,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Gabon,GAB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
"Gambia, The",GMB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Georgia,GEO,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Germany,DEU,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Ghana,GHA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Greece,GRC,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Greenland,GRL,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Grenada,GRD,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Guam,GUM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Guatemala,GTM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Guinea,GIN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Guinea-Bissau,GNB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Guyana,GUY,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Haiti,HTI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Heavily indebted poor countries (HIPC),HPC,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
High income,HIC,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
High income: nonOECD,NOC,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
High income: OECD,OEC,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Honduras,HND,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
"Hong Kong SAR, China",HKG,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Hungary,HUN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Iceland,ISL,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
India,IND,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Indonesia,IDN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Iraq,IRQ,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Ireland,IRL,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Isle of Man,IMY,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Israel,ISR,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Italy,ITA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
Jamaica,JAM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),..
